-7.042627644526963104e-01,7.300218322125955339e-01,-7.075355009962039365e-02,4.869684016362204049e-01,1.135259344995854791e+00,2.595533887548116536e-01,2.308813905885726270e-01,1.130267053934223664e+00,1.870670992395070120e-01,-1.450686798405999900e+00
-6.155659565010969114e-01,1.297506813390847391e+00,-4.510834053745981648e-02,9.985062145434461245e-01,-2.391733964111144584e+00,-1.820648767393644007e+00,-1.059171006060570353e+00,5.460921801952672329e-03,1.219931057439860078e+00,3.122943055639963439e-01
-3.582967484391473556e-02,-8.161046011543173773e-01,-1.482304085823988427e+00,9.508862522923896554e-01,1.020462514449926417e+00,2.505057294028704695e-01,-5.241426517545956232e-01,4.861919723855037678e-01,-7.878033304053171093e-02,-1.034034492763444613e+00
7.543044873655727622e-01,7.541637046918240328e-01,4.098386000011616792e-01,-8.541210027214999334e-01,1.175195485277059637e+00,-1.229838416837730319e+00,5.176715049524681644e-01,-1.050420161189332457e+00,-4.891187635265959455e-01,-1.132204076430442186e+00
5.689768212198363928e-01,1.965726933447178304e-01,-5.289779667095111382e-01,1.338807813942227032e+00,-3.269543536150896768e-01,-2.881460963647616835e-01,-6.884796746823245162e-01,4.129210761254264450e-01,-1.443135514129739505e+00,3.456557828921769798e-02
1.153941119875541821e+00,7.650938483218220343e-01,1.642528171607721355e+00,-5.806552434031613252e-01,-1.218328445071713340e+00,-2.256297429865543158e+00,-7.396823027925865379e-02,5.869921257148970062e-01,-1.628301605859445500e+00,-1.185236861238215533e-01
8.771393217216173488e-01,5.915255394207157708e-02,4.512458718698266202e-01,-6.385934109608352172e-01,1.988556567777218509e-01,-1.261458917139582914e+00,5.381224961314268196e-01,-9.342218180428679686e-02,-1.352407392183464951e+00,9.777216547618441944e-03
6.942178297056688097e-01,-1.533583442525758012e-01,-9.412460958654754739e-01,-9.698427207999481270e-03,-1.001003953146840875e+00,1.780735789811215497e+00,4.770514384368534366e-01,5.964088707589205729e-01,-4.912764260664739813e-01,1.381406878841668906e-01
2.055793453856558095e-01,4.033944718822114472e-01,-9.319760485828092467e-01,1.931599577319767391e+00,-8.984720187913979028e-02,3.582756758920043194e-01,-5.789469269052678335e-01,-1.867453001617543906e+00,-1.557382029289160474e+00,1.007728381863854050e+00
7.214667845703203186e-01,-1.362534514915938466e-01,-4.913902160051202284e-01,2.609402063957066975e-01,-8.275353322867862182e-01,-1.245842181061727061e+00,2.056843543318257250e+00,-9.345248584924539803e-03,-7.615194857705765985e-01,-2.119710382802963977e-01
2.543663421985126877e-02,-5.566932686640057026e-01,1.855552679214401701e+00,-3.908981846128343207e-01,-8.340645060359541674e-01,3.200879708429995030e-01,-5.021914393799806753e-01,-1.342668735382900103e+00,-1.209404774355912426e+00,2.113532268466623343e+00
3.718243890141759156e-01,6.535883452721282794e-01,4.296033586836652263e-01,-8.895410882041944189e-01,3.316051064896532452e-01,-9.336860643281358341e-01,-6.640929252262813831e-01,1.263800444908489196e+00,-4.050891532844557164e-01,1.012438802103325930e+00
4.638180295957339272e-01,1.094930544073981826e+00,1.120598274145063078e+00,-9.136367843040195114e-01,1.426460414854335834e+00,8.067050560512392110e-01,3.914193620961133324e-01,-1.584085688426590588e+00,-3.444287366748700396e+00,-1.568120485227299410e+00
-8.337178101839679556e-01,1.755202116301731952e+00,9.902286874524118820e-01,6.631797673777340973e-01,1.151913113899671437e+00,-1.885895490254634543e+00,-1.060056804424107241e-01,-1.678098764535160825e-01,-7.519455264066079447e-01,-1.950240320405114636e+00
-7.361902996997244930e-01,1.055799092786039450e+00,-1.039085159664682179e+00,1.011634248430458349e+00,-9.382606640410305898e-01,-1.083925765888202220e+00,-9.007867153842734620e-01,7.117506089090122057e-01,-4.604450066074466386e-01,4.027563145116321852e-01
-8.957201105738766822e-01,-9.378445166799385946e-02,3.894500342330463050e-01,4.702355335215815391e-01,-1.481307152449483633e+00,-5.030156477991463149e-01,3.235840952428693518e-01,2.150566574396691522e+00,-1.647387583506746633e+00,-2.115367064287946519e+00
-1.157603356741552458e+00,-1.393045969740811241e-01,-8.930646933825276967e-01,-1.521638410117341689e+00,-1.301903589220967106e-01,6.500479174434565799e-01,-1.452858088800943248e+00,-4.893862330687381301e-01,-1.256580045061702178e+00,2.403486462947797275e-01
-9.322099409080323307e-01,-5.363635899246532723e-01,-1.058032107885483075e+00,-1.346525386272193758e+00,2.088083758412800250e+00,-2.327840192054331930e-02,-1.284152196024294923e-01,3.704444954306677640e-01,-1.968843797798461415e+00,-4.225281856976583206e-01
5.481851982179773708e-02,1.157079260809114274e+00,1.044806761509598364e-01,-7.456052957413760174e-01,-5.278891089594152097e-01,4.866621522732803018e-01,-2.551728610911879747e-01,-7.875608476749992870e-02,-1.169748990224980689e+00,-9.523872383315727941e-01
-1.985143951734019696e-01,-3.492261160510390927e-01,-4.246337819388528168e-01,-2.642122140061615651e-02,3.485144773282576325e-01,-2.085360437587682053e-02,1.083035680506176934e+00,8.546127480591911851e-01,-6.112363568247874968e-01,-1.266543216752437528e+00
-1.331132736945150219e+00,4.863527809074052466e-01,-9.336324377454369161e-01,-1.277094282509637080e-01,2.316912012307251190e-01,1.258373491341476802e+00,8.368796982573730725e-01,-9.259842357723240269e-01,-6.468822816166480694e-01,-1.665072907504247191e+00
8.538569775430057129e-01,6.595322260659169933e-01,-3.085937443782753142e+00,-1.298456615070430420e+00,8.598124439719709855e-01,-1.910076405368632269e-01,2.081131676382992790e+00,3.965827780784134116e-01,2.016919925455009643e+00,-9.399609384413143420e-01
5.337649270149529279e-01,-5.481016786048431566e-01,-6.732123262702094380e-01,-3.622151341365379418e-01,-3.425869108492018422e-01,1.660207458434134198e+00,-1.437909929268100573e+00,1.799923898644338438e+00,-2.567548036402751865e+00,-2.402790329534969516e+00
7.997906751194503450e-01,-1.412635110295401286e-01,7.933033552836481483e-01,-4.962413124340761539e-01,-3.222099658814746026e-01,1.002087525268183565e+00,-1.407648228899288423e+00,-2.508354999916385109e-01,-1.492461996370887833e+00,1.526984296624647464e-01
9.729897846749379076e-01,-1.604839835693510741e+00,7.988469744001967798e-02,6.063461918561746655e-01,-1.436016350798754448e+00,-8.896139032677736758e-01,-7.327159641620506481e-01,8.404503959212129560e-01,-1.699897945584869993e-02,1.109009624155886664e+00
